Key,en,es,ar,fr,hi
Withdraw Money Via,Withdraw Money Via,Retirar dinero mediante,سحب الأموال عن طريق,Retirer de l'argent via,के माध्यम से पैसे निकालें
Withdraw Money Information,Withdraw Money Information,Información sobre retiro de dinero,سحب معلومات الأموال,Retirer des informations sur l'argent,पैसे निकालने की जानकारी
Details Of Withdraw Money,Details Of Withdraw Money,Detalles de retirar dinero,تفاصيل سحب الأموال,Détails du retrait d'argent,पैसे निकालने का विवरण
Your Withdraw Money Request Rejected Successfully Via,Your Withdraw Money Request Rejected Successfully Via,Su solicitud de retiro de dinero fue rechazada exitosamente a través de,تم رفض طلب سحب الأموال الخاص بك بنجاح عبر,Votre demande de retrait d'argent a été rejetée avec succès via,आपका पैसा निकालने का अनुरोध सफलतापूर्वक अस्वीकृत कर दिया गया
Withdraw Approved Heading,Your Withdraw Money Request Approved Successfully Via,Su solicitud de retiro de dinero fue aprobada exitosamente a través de,تمت الموافقة على طلب سحب الأموال الخاص بك بنجاح عبر,Votre demande de retrait d'argent approuvée avec succès via,आपका पैसा निकालने का अनुरोध सफलतापूर्वक स्वीकृत हो गया
Your KYC verification request is approved by admin,Your KYC verification request is approved by admin,Su solicitud de verificación KYC es aprobada por el administrador,تمت الموافقة على طلب التحقق من KYC الخاص بك من قبل المشرف,Votre demande de vérification KYC est approuvée par l'administrateur,आपका केवाईसी सत्यापन अनुरोध व्यवस्थापक द्वारा अनुमोदित है
Approved At,Approved At,Aprobado en,تمت الموافقة عليه في,Approuvé à,पर स्वीकृत
Rejection Reason,Rejection Reason,Motivo del rechazo,سبب الرفض,Motif du rejet,अस्वीकृति का कारण
Sender Amount,Sender Amount,Importe del remitente,مبلغ المرسل,Montant de l'expéditeur,प्रेषक राशि
Receiver Amount,Receiver Amount,Cantidad del receptor,مبلغ المتلقي,Montant du récepteur,प्राप्तकर्ता राशि
Transfer Money Logs,Transfer Money Logs,Transferir registros de dinero,تحويل سجلات الأموال,Transférer des journaux d'argent,मनी लॉग ट्रांसफर करें
All Profits Logs,All Profits Logs,Todos los registros de ganancias,جميع سجلات الأرباح,Tous les journaux de bénéfices,सभी लाभ लॉग
Profit Amount,Profit Amount,Monto de ganancia,مبلغ الربح,Montant du bénéfice,लाभ राशि
Transaction Type,Transaction Type,Tipo de transacción,نوع المعاملة,Type de transaction,लेनदेन प्रकार
Profit Logs,Profit Logs,Registros de ganancias,سجلات الربح,Journaux de bénéfices,लाभ लॉग
All Profits,All Profits,Todas las ganancias,جميع الأرباح,Tous les bénéfices,सभी लाभ
Total Profits,Total Profits,Ganancias totales,إجمالي الأرباح,Bénéfices totaux,कुल लाभ
Admin Profits,Admin Profits,Beneficios de administrador,أرباح الإدارة,Bénéfices administratifs,व्यवस्थापक लाभ
LIVE TIME SUPERADMIN PROFITS BALANCE,LIVE TIME SUPERADMIN PROFITS BALANCE,SALDO DE GANANCIAS DEL SUPERADMIN EN TIEMPO EN VIVO,رصيد أرباح المشرف المتميز في الوقت المباشر,SOLDE DES PROFITS DU SUPERADMIN EN DIRECT,लाइव टाइम सुपरएडमिन लाभ संतुलन
Total Supports Tickets,Total Supports Tickets,Boletos de apoyo total,إجمالي تذاكر الدعم,Total des tickets de support,कुल समर्थन टिकट
Two Factor Authenticator,Two Factor Authenticator,Autenticador de dos factores,عامل المصادقة الثنائية,Authentificateur à deux facteurs,दो कारक प्रमाणक
Security Setting Updated Successfully!,Security Setting Updated Successfully!,¡Configuración de seguridad actualizada exitosamente!,تم تحديث إعداد الأمان بنجاح!,Paramètre de sécurité mis à jour avec succès !,सुरक्षा सेटिंग सफलतापूर्वक अपडेट की गई!
2FA Security,2FA Security,Seguridad 2FA,2FA الأمن,Sécurité 2FA,2एफए सुरक्षा
Don't forget to add this application in your google authentication app. Otherwise you can't login in your account.,Don't forget to add this application in your google authentication app. Otherwise you can't login in your account.,"No olvide agregar esta aplicación en su aplicación de autenticación de Google. De lo contrario, no podrá iniciar sesión en su cuenta.",لا تنس إضافة هذا التطبيق في تطبيق مصادقة جوجل الخاص بك. وإلا فلن تتمكن من تسجيل الدخول إلى حسابك.,"N'oubliez pas d'ajouter cette application dans votre application d'authentification Google. Sinon, vous ne pourrez pas vous connecter à votre compte.",इस एप्लिकेशन को अपने Google प्रमाणीकरण ऐप में जोड़ना न भूलें। अन्यथा आप अपने खाते में लॉगिन नहीं कर सकते.
Google Authenticator,Google Authenticator,Autenticador de Google,أداة مصادقة جوجل,Authentificateur Google,गूगल प्रमाणक
Download Google Authenticator App,Download Google Authenticator App,Descargue la aplicación Google Authenticator,تنزيل تطبيق Google Authenticator,Téléchargez l'application Google Authenticator,Google प्रमाणक ऐप डाउनलोड करें
Google Authenticator is a product based authenticator by Google that executes two-venture confirmation administrations for verifying clients of any programming applications,Google Authenticator is a product based authenticator by Google that executes two-venture confirmation administrations for verifying clients of any programming applications,Google Authenticator es un autenticador basado en productos de Google que ejecuta administraciones de confirmación de dos empresas para verificar clientes de cualquier aplicación de programación.,Google Authenticator عبارة عن أداة مصادقة قائمة على المنتج من Google والتي تنفذ خدمات تأكيد المشروعين للتحقق من عملاء أي تطبيقات برمجية,Google Authenticator est un authentificateur basé sur un produit de Google qui exécute des administrations de confirmation à deux projets pour vérifier les clients de toutes les applications de programmation.,Google प्रमाणक Google द्वारा एक उत्पाद आधारित प्रमाणक है जो किसी भी प्रोग्रामिंग एप्लिकेशन के ग्राहकों को सत्यापित करने के लिए दो-उद्यम पुष्टिकरण व्यवस्थापन निष्पादित करता है।
Copied,Copied,copiado,منقول,Copié,कॉपी किया गया
2 factor authentication (Powered by google),2 factor authentication (Powered by google),Autenticación de 2 factores (Desarrollada por Google),المصادقة الثنائية (مدعوم من جوجل),Authentification à 2 facteurs (Propulsé par Google),2 कारक प्रमाणीकरण (Google द्वारा संचालित)
Authorize Google Two Factor,Authorize Google Two Factor,Autorizar Google Two Factor,تفويض جوجل اثنين عامل,Autoriser Google Two Factor,Google टू फैक्टर को अधिकृत करें
Your secret key is not stored properly. Please contact with system administrator,Your secret key is not stored properly. Please contact with system administrator,Su clave secreta no se almacena correctamente. Por favor contacte con el administrador del sistema,لم يتم تخزين مفتاحك السري بشكل صحيح. يرجى الاتصال بمسؤول النظام,Votre clé secrète n'est pas stockée correctement. Veuillez contacter l'administrateur système,आपकी गुप्त कुंजी ठीक से संग्रहीत नहीं है. कृपया सिस्टम प्रशासक से संपर्क करें
Failed to login. Please try again,Failed to login. Please try again,No se pudo iniciar sesión. Por favor inténtalo de nuevo,فشل تسجيل الدخول. يرجى المحاولة مرة أخرى,Échec de la connexion. Veuillez réessayer,लॉगिन करने में विफल. कृपया पुन: प्रयास करें
